Schedule,Paragraph,Description,H-S Extra,Specific_HS,Units_HS,Ad_Valorem_HS,Extra,Specific_Geneva,Units_Geneva,Ad_Valorem_Geneva,Specific_Annecy,Units_Annecy,Ad_Valorem_Annecy,Specific_Torquay,Units_Torquay,Ad_Valorem_Torquay
3,,Over 2-1/2 inches,,,,,,75,20,10,,,,75,20,10
3,,"Padlocks, not of pin tumbler or cylinder construction, in width: Not over 1-1/2 inches",,,,,,17.5,20,10,,,,17.5,20,10
3,,Over 1-1/2 but not over 2-1/2 inches,,,,,,25,20,10,,,,25,20,10
3,,Over 2-1/2 inches,,,,,,37.5,20,10,,,,37.5,20,10
3,384,"Padlocks, of pin tumbler or cylinder construction, in width: Not over 1-1/2 inches",,,,,,50,20,10,,,,50,20,10
3,,Over 1-1/2 but not over 2-1/2,,,,,,75,20,10,,,,75,20,10
3,,Over 2-1/2 inches,,,,,,100,20,10,,,,100,20,10
3,,Other locks or latches of pin tumbler or cylinder construction,,,,,,100,20,10,,,,100,20,10
3,385,"Beltings and other articles wholly or in chief value of lame or lahn, metal thread, tinsel wire, or of lame or lahn or tinsel wire and bullions, india rubber, or metal threads, nspf",,,,,,,,15,,,,,,15
3,,Bullions and metal threads wholly or in chief value of lame or lahn or tinsel wire,,,,,,6,1,,10,,,6,1,10
3,,"Lame or lahn, wholly or in chief value of gold, silver, or other metal",,,,,,6,1,10,,,,6,1,10
3,,"Tinsel wire whoLly or in chief value of gold, silver, or other metal",,,,,,6,1,5,,,,6,1,5
3,,Fringes wholly or in chief value of any of the foregoing,,,,,,,,45,,,,,,45
3,,"Woven fabrics, ribbons, and tassels, wholly or in chief value of any of the foregoing",,,,,,,,20,,,,,,20
3,388,New types,,,,,,,,,,,,,,15
3,389,"Nickel, and alloys (except those provided for in paragraph 302 or 380, Tariff Act of 1930) in which nickel is the component material of chief value: In cathodes, cubes, grains, ingots, pigs, shot, or similar forms",,,,,,1.25,1,,,,,1.25,1,
3,,"In anodes, bars, castings, electrodes, plates, rods, sheets, strands, strips, or wire",,,,,,,,12.5,,,,,,12.5
3,,In tubes or tubing,,,,,,,,12.5,,,,,,6.25
3,,"Any of the foregoing, if cold drawn, cold rolled, or cold worked, shall be subject to an additional duty as follows: Tubes and tubing",,,,,Geneva: in addition to the foregoing applicable rate,,,5,,,,,,2.5
3,,Other,,,,,,,,,,,,,,5
3,390,"Bottle caps of metal, collapsible tubes, and sprinkler tops: Colored, decorated, electroplated, embossed in color, enameled, lac­quered, lithographed, or waxed",,,,,,,,15,,,,,,17.5
3,,Other,,,,,,,,20,,,,,,12.5
3,391,"Lead-bearing flue dust, mattes, and ores of all kinds",,,,,on lead content,,,,,,,0.75,1,
3,392,"Lead bullion or base bullion, lead in bars and pigs, lead dross, reclaimed lead, scrap lead, antimonial scrap lead, Babbitt metal, solder, type metal, and all alloys or combinations of lead nspf",,,,,on lead content,,,,,,,1.0625,1,
3,,"Lead in sheets, glazier's lead, and lead pipe, shot, and wire",,,,,,,,,,,,1.3125,1,
3,393,"Zinc-bearing ores of all kinds, except pyrites containing not over 3% of zinc",,,,,on zinc content,0.75,1,,,,,0.6,1,
3,394,"Zinc in blocks, pigs, or slabs, and zinc dust",,,,,,0.875,1,,,,,0.7,1,
3,,"Zinc in sheets: Coated or plated with nickel or other metal (except gold, platinum, or silver), or solutions",,,,,,1,1,,,,,1.125,1,
3,,Other,,,,,,1.125,1,,,,,1,1,
3,,"Old and worn-out zinc, fit only to be remanufactured, zinc dross, and zinc skimmings",,,,,,0.75,0,,,,,0.75,1,
3,395,Embossing rollers of steel or other metal,,,,,,,,,,,,,,15
3,,"Print blocks, and print rollers nspf, of whatever material composed, for printing, stamping, or cutting designs",,,,,,,,40,,,,,,40
3,396,"Bits, chisels, countersinks, drills (including breast drills), gimlets, gimlet bits, gouges, planes, other cutting tools, bit braces, calipers, hammers, micrometers, pipe tools, rules, screw drivers, spanners, vises, and wrenches; all the foregoing, if hand tools not provided for in paragraph 352, Tariff Act of 1930, and parts thereof, wholly or in chief value of metal, nspf: Folding rules and parts thereof, wholly or in chief value of aluminum",,,,,Torquay splits up.,,,,,,22.5,,,32.5
3,,Other,,,,,Torquay splits up.,,,,,,22.5,,,22.5
3,397,"Articles nspf, partly or wholly manufac­tured: Plated with platinum, but not in chief value of platinum",,,,,,,,,,,,,,32.5
3,,Wholly or in chief value of silver,,,,,,,,32.5,,,25,,,25
3,,"Plated with silver but not in chief value of silver, if the plating is on: Nickel silver or copper",,,,,,,,35,,,25,,,25
3,,Other metal,,,,,,,,,,,,,,35
3,,"Articles nspf, partly or wholly manufac­tured, not plated with platinum, gold, or silver, and not colored with gold lacquer: Wholly or in chief value of lead, valued per pound: Under 6-2/3 cents",,,,,Geneva: but not less than 15% nor more than 45% ad val; no further classification,2,1,,,,,,,30
3,,6-2/3 or more but not over 13-1/3 cents,,,,,,,,,,,,2,1,
3,,Over 13-1/3 cents,,,,,,,,,,,,,,15
3,,Wholly or in chief value of tin or tin plate: Cases and sharpening devices for safety razors,,,,,,,,,,,,,,12.5
3,,Typewriter spools,,,,,,,,,,,,,,22.5
3,,Other,,,,,,,,,,,,,,12
3,397,"Articles nspf, etc (con.): Wholly or in chief value of metal other than platinum, gold, silver, lead, tin, and tin plate: Blow torches and incandescent lamps, designed to be oper­ated by compressed air and kerosene or gasoline",,,,,,,,,,,,,,12.5
3,,Cases and sharpening devices for safety razors,,,,,,,,12.5,,,,,,12.5
3,,Cooking and heating stoves of the household type (not including portable stoves designed to be operated by compressed air and kerosene or gasoline) and parts thereof,,,,,,,,,,,,,,12.5
3,,Golf club heads,,,,,,,,15,,,,,,15
3,,Parts of carbonated water siphons,,,,,,,,,,,,,,12.5
3,,Slide fasteners valued at 4 cents or more each,,,,,,,,40,,,,,,40
3,,Styluses,,,,,,,,,,,,,,11.25
3,,"Woven wire fencing and woven wire netting, composed of wire under 0.08 but not under 0.03 inch in diameter: Coated with metal before weaving",,,,,,,,30,,,,,,25
3,,Coated with metal after weaving,,,,,,,,,,,,,,30
3,,Other (except slide fasteners and parts thereof),,,,,,,,22.5,,,,,,22.5
4,401,"Timber hewn, sided, or squared, otherwise than by sawing, of fir, hemlock, larch, pine, or spruce",,,,,,50,29,,,,,50,29,
4,,"Round timber used for spars or in build­ing wharves, of fir, hemlock, larch, pine, or spruce",,,,,,50,29,,,,,50,29,
4,,"Sawed lumber and timber nspf, of fir, hemlock, larch, pine, or spruce",,,,,,25,29,,,,,25,29,
4,402,"Flooring of beech, birch, or maple (except Japanese maple)",,,,,,,,4,,,,,,4
4,403,"Brier root or brier wood, ivy or laurel root, and similar wood, unmanufactured, or not further advanced than cut into blocks suitable for the arti­cles into which they are intended to be converted",,,,,,,,5,,,,,,5
4,404,"Wood in the form of sawed boards, deals, planks, and all other forms not further manufactured than sawed, and flooring: Cedar commercially known as Spanish cedar, granadilla, mahogany, rosewood, and satinwood",,,,,,,,5,,,,,,5
4,,"Box, ebony, lancewood, and lignumvitae",,,,,,,,7.5,,,,,,7.5
4,405,Plywood: Alder,,,,,"Annecy: 20% ad val., and in addition thereto, 5% ad val.",,,20,,,25,,,25
4,,Birch,,,,,"Annecy: 17.5% ad val., and in addition thereto, 2.5% ad val.",,,,,,20,,,15
4,,Parana pine,,,,,,,,,,,20,,,25
4,,Other (except Spanish cedar),,,,,,,,,,,,,,20
4,,Veneers of wood,,,,,,,,10,,,,,,10
4,,"Wood unmanufactured, nspf",,,,,,,,10,,,,,,10
4,406,"Heading blocks, heading bolts, hubs for wheels, last blocks, oar blocks, stave bolts, wagon blocks, and all like blocks or sticks, bored, roughhemn, rough shaped, or sawed",,,,,,,,5,,,,,,2.5
4,407,"Barrels, casks, and hogsheads, of wood, nspf",,,,,,,,7.5,,,,,,7.5
4,,"Packing boxes and packing-box shooks, of wood, nspf (not including sugar-box shooks)",,,,,,,,,,,,,,3.75
4,409,"Reeds wrought or manufactured from rattan or reeds, in whatever form, cane wrought or manfactured from rattan, cane webbing, and split or partially manufactured rattan, nspf",,,,,Geneva: split bamboo ---0.625 cents per lb,,,10,,,,,,10
4,,"Furniture wholly or in chief value of bamboo, grass, malacca, osier or willow, rattan, reed, seagrass, or fiber of any kind",,,,,,,,30,,,,,,30
4,,"Tennis-racket frames valued at $1.75 or more each, wholly or partly manufactured of bamboo, osier or willow, rattan",,,,,,,,22.5,,,,,,22.5
4,411,"Baskets and bags, wholly or in chief value of osier or willow, or straw, nspf",,,,,,,,25,,,,,,25
4,412,"Bent-wood furniture, wholly or partly finished, and parts thereof",,,,,,,,30,,,,,,30
4,,"Folding rules, wholly or in chief value of wood, and nspf",,,,,,,,40,,,,,,40
4,,"Furniture, wholly or partly finished, and parts thereof, wholly or chief value of wood, and nspf: Chairs",,,,,,,,20,,,,,,20
4,,Other furniture,,,,,,,,12.5,,,,,,12.5
4,,Parts of any of the foregoing,,,,,,,,20,,,,,,20
4,,"Paintbrush handles, wholly or in chief value of wood",,,,,,,,15,,,,,,10
4,,Spring clothespins,,,,,,,,,10,18,,10,18,
4,,Wood flour,,,,,,,,12.5,,,,,,12.5
4,,Wood moldings and carvings to be used in architectural and furniture decoration,,,,,,,,,,,,,,20
4,412,"Manufactures wholly or in chief value of wood or bark, nspf: Baby carriages",,,,,,,,,,,,,,15
4,,"Badminton-racket and tennis-racket frames valued at $1.75 or more each; broom and mop handles further advanced than rough shaped, 3/4 inch or more in diameter, and 38 inches or more long; canoes; canoe paddles; carriages, drays, trucks, and other horse-drawn vehicles, and parts thereof; ice­hockey sticks, and toboggans",,,,,"Annecy: a little different in descrpition; Geneva: difference in descrition, say Badminton-racket and tennis-racket frames----16.7% and 10% if more than $1.75",,,15,,,16.7,,,10
4,,"Buckles, buckle slides, and clasps; faucets and spigots; forks and spoons not wholly or in chief value of mahogany; and stocking darners or darning lasts",,,,,,,,,,,16.7,,,17.5
4,,"Clothespins other than spring clothespins, and wheelbarrows",,,,,,,,,,,15,,,15
4,,Spools wholly of wood and suitable for thread (not including bobbins),,,,,,,,,,,12.5,,,12.5
4,,Other (except brush backs and laminated wallboard),,,,,,,,,,,,,,16.667
5,501,"Sugars, concrete and concentrated molasses, melada, concentrated melada, sirups of cane juice, and tank bottoms, testing by the polariscope not over 75 sugar degrees, and all mixtures containing sugar and water and testing by the polariscope over 50 but not over 75 sugar degrees",,,,,,,,,0.4709375,1,,0.428125,1,
5,,and for each additional sugar degree shown by the polariscopic test,,,,,"additional, and fractions of a degree in proportion",,,,0.0103125,1,,0.009375,1,
5,502,"Molasses and sugar sirups, nspf: Containing soluble nonsugar solids (excluding any foreign substance that may have been added or developed in the product) equal to more than 6% of the total soluble solids, and testing: Not over 48% total sugars",,,,,,0.125,2,,0.155,2,,0.125,2,
5,,"Over 48%, total sugars",,,,,Geneva: additional for each per centum of total sugars and fraction of a per centum in proportion,0.1375,2,,0.1705,30,,0.1375,30,
5,,"Other, testing: Not over 48% total sugars",,,,,,,,,,,,0.135,2,
5,,Over 48% total sugars,,,,,,,,,,,,0.151,30,
5,,Molasses not imported to be commercially used for the extraction of sugar or for human consumption of total sugars,,,,,,0.03,cents per lb of total sugar,,0.015,1,,0.015,1,
5,503,Maple sirup,,,,,,1.5,1,,,,,1.5,1,
5,,Maple sugar,,,,,,2,1,,,,,2,1,
5,505,"Adonite, arabinose, dextrose testing over 99.7%, d-tegatpse, d-talose, dulcite, galactose, inosite, inulin, lactose, mannite, mannose, melezitose, melibiose, raffinose, rham­nose, ribose, sorbite, xylose, and other saccharides (not including levulose or salicin)",,,,,,,,,,,25,,,25
5,,Salicin,,,,,,,,17.5,,,,,,17.5
5,506,"Sugar candy and all confectionery nspf, valued per pound: Under 6 cents",,,,,,,,20,,,,,,20
5,,6 cents or more,,,,,,,,14,,,,,,14
6,601,"Wrapper tobacco, and filler tobacco when mixed or packed with more than 35% of wrapper tobacco: Unstemmed",,,,,,1,3,,20,1,,1,3,
6,,Stemmed,,,,,,1.72,3,,,,,1.72,3,
6,,"Filler tobacco nspf: Cigarette leaf, unstemmed",,,,,,15,1,,,,,15,1,
6,,Other than cigarette leaf: Unstemmed,,,,,,,,,17.5,1,,17.5,1,
6,,Stemmed,,,,,,,,,25,1,,25,1,
6,603,Tobacco manufactured or unmanufactured nspf,,,,,,17.5,1,,,,,17.5,1,
6,,Scrap tobacco,,,,,,,,,17.5,1,,17.5,1,
6,604,"Snuff and snuff flour, manufactured of tobacco, of all descriptions",,,,,,,,,27.5,1,,27.5,1,
6,605,Cigarettes,,,,,,1.25,3,6.25,,,,1.25,3,6.25
6,,"Cigars and cheroots of all kinds, including paper cigars",,,,,,,,,,,,2.25,3,12.5
7,701,Cattle weighing under 200 pounds each or 700 pounds or more each,,,,,,1.5,1,,,,,1.5,1,
7,,"Provided, That not over 200,000 head of cattle weighing under 200 pounds each entered in the 12-month period beginning April 1 in any year, and not over 400,000 head of cattle weighing 700 pounds or more each (other than cows imported specially for dairy purposes) entered in any such period, but not over 120,000 head of such cattle weighing 700 pounds or more each en­tered in any 3-month period beginning April 1, July 1, October 1, or January 1 within any such 12-month period, shall be dutiable at 1-1/2 cents per pound; and any of the foregoing cattle not subject to that rate of duty shall be dutiable at",,,,,,2.5,1,,,,,2.5,1,
7,,"Beef and veal, fresh, chilled, or frozen",,,,,,3,1,,,,,3,1,
7,,Tallow,,,,,,0.25,1,,,,,0.125,1,
7,702,Lambs and sheep,,,,,,,,,,,,75,31,
7,,"Goat neat and mutton, fresh, chilled, or frozen",,,,,,2.5,1,,,,,2.5,1,
7,,"Lamb, fresh, chilled, or frozen",,,,,,3.5,1,,,,,3.5,1,
7,703,Swine,,,,,,1,1,,,,,1,1,
7,,"Pork, fresh, chilled, or frozen",,,,,,1.25,1,,,,,1.25,1,
7,,"Bacon, hams, shoulders, and other pork, prepared or preserved: Not boned, cooked, or packed in air-tight containers, and not made into sausages of any kind",,,,,,2,1,,1.625,1,,2,1,
7,,Made into sausages of any kind (except fresh pork sausage),,,,,,,,,1.625,1,,1.625,1,
7,704,"Game (except birds), fresh, chilled, or frozen, nspf",,,,,,,,,,,,3,1,
7,,"Reindeer meat, fresh, chilled, or frozen, nspf",,,,,,,,,,,,3,1,
7,,"Venison, fresh, chilled, or frozen, nspf",,,,,,1,1,,,,,1.5,1,
7,705,"Extract of meat, including fluid",,,,,,,,,3.75,1,,3.75,1,
7,706,"Meats, fresh, chilled, or frozen, nspf: Edible animal brains, hearts, kidneys, livers, sweetbreads, tongues, and tripe, valued per pound: Not over 20 cents",,,,,Geneva: not less than 7.5% ad val,1.5,1,,,,,1.5,1,
7,,Over 20 cents,,,,,,,,,,,,,,7.5
7,,"Other, valued per pound: Not over 30 cents",,,,,,,,,,,,3,1,
7,,Over 30 cents,,,,,,,,,,,,,,10
7,,"Meats, prepared or preserved, nspf: Beef packed in air-tight containers, valued per pound: Not over 20 cents",,,,,Annecy: No less than 15% ad val; Geneva: No less than 10% ad val,3,1,,3,1,15,3,1,
7,,Over 20 cents,,,,,,,,,,,,,,15
7,,"Other, valued per pound: Not over 30 cents",,,,,Annecy: No less than 10% ad val,,,,3,1,10,3,1,
7,,Over 30 cents,,,,,,,,,,,,,,10
7,707,Buttermilk,,,,,,,,,,,,1.5,2,
7,,"Cream, fresh or sour",,,,,,,,,,,,15,2,
7,,"Provided, That not over an aggregate quantity of 1,500,000 gallons of such cream entered in any calendar year shall be dutiable at 15 cents per gallon; and any such cream not subject to that rate of duty shall be dutiable at",,,,,,,,,,,,56.6,2,
7,,"Skimmed milk, fresh or sour",,,,,,,,,,,,1.5,2,
7,,"Whole milk, fresh or sour",,,,,,2,2,,,,,2,2,
7,,"Provided, That not over an aggregate quantity of 3,000,000 gallons of such milk entered in any calender year shall be dutiable at 2 cents per gallon; and any such milk not subject to that rate of duty shall be dutiable at",,,,,,6.5,2,,,,,6.5,2,
7,708.a,"Milk, condensed or evaporated: In air-tight containers: Sweetened",,,,,,1,1,,,,,1.75,1,
7,,Unsweetened,,,,,,1.75,1,,,,,1,1,
7,,Other,,,,,,1.5,1,,,,,1.5,1,
7,708.b,Dried buttermilk,,,,,,,,,,,,1.5,1,
7,,Dried cream,,,,,,6.2,1,,,,,6.2,1,
7,,Dried skimmed milk,,,,,,1.5,1,,,,,1.5,1,
7,,Dried whole milk,,,,,,3.1,1,,,,,3.1,1,
7,708.c,"Malted milk, and compounds or mixtures of, or substitutes for, cream or milk",,,,,,,,,,,,,,17.5
7,709,Butter,,,,,,7,1,,7,1,,7,1,
7,,"Provided, That not, more than the following quantities of butter entered in the periods respectively indicated shall be dutiable at 7 cents per pound: 50,000,000 pounds in the period from November 1, in any year, to the following March 31, inclusive; 5,000,000 pounds in the period from April 1 to July 15, inclusive, in any year; and 5,0OO,000 pounds in the period from July 16 to October 31, inclusive, in any year; and any butter not subject to that rate of duty shall be dutiable at",,,,,,14,1,,14,1,,14,1,
7,,Oleomargarine and other butter substitutes,,,,,,7,1,,,,,7,1,
7,710,"Blue-mold and Roquefort cheeses in orig­inal loaves; cheddar cheese not pro­cessed otherwise than by division into pieces; and Edam and Gouda cheeses containing 40% or more of butter fat; all the foregoing, valued per pound: Not over 20 cents",,,,,"Annecy: No less than 15% ad val; Geneva: Riquefort---3 cents per lb, cheddar --- 3.5 cents per lb, Edam and Gouda ----3.5 cents per lb; both: no classification on values",5,1,,3,1,,3,1,
7,,Over 20 cents,,,,,,,,,,,,,,15
7,,"Bryndza cheese in barrels, casks, or hogsheads, weighing with their contents over 200 pounds each; and cheese made from sheep's milk, in original loaves, and suitable for grating; all the foregoing, valued per pound: Not over 20 cents",,,,,Annecy: No less than 17.5% ad val; Geneva: No less than 17.5% ad val: both: no classification on values,3.5,1,,3.5,1,,3.5,1,
7,,Over 20 cents,,,,,,,,,,,,,,17.5
7,710,"Other cheese, and all substitutes for cheese (except Goya and Sbrinz cheeses in original loaves), valued per pound: Not over 25 cents",,,,,Annecy: No less than 25% ad val; Geneva: No less than 25% ad val,5,1,,5,1,,5,1,
7,,Over 25 cents,,,,,,,,,,,,,,20
7,711,"Live chickens, ducks, geese, guineas, and turkeys",,,,,,2,2,,,,,2,1,
7,,Live baby chicks of poultry,,,,,,2,19,,,,,2,19,
7,,"Live birds nspf, valued each: Not over $5",,,,,"Geneva: song birds and other, different taxes",50,19,,,,,25,19,
7,,Over $5,,,,,,,,10,,,,,,10
7,712,"Birds, dead, dressed or undressed, fresh, chilled, or frozen: Chickens, ducks, geese, and guineas",,,,,,3,1,,,,,3,1,
7,,Other (except turkeys),,,,,,2.5,1,,,,,2.5,1,
7,,"Chickens, prepared by removal of the feathers, heads, and all or part of the viscera, with or without removal of the feet, but not cooked or divided into portions",,,,,,5,1,,,,,5,1,
7,713,"Eggs of chickens, in the shell",,,,,Geneva: others --- 5 cents per dozen.,3.5,20,,,,,3.5,20,
7,714,"Horses not imported for immediate slaughter, valued per head: Not over $150",,,,,,10,32,,,,,7.5,32,
7,,Over $150,,,,,,,,15,,,,,,8.75
7,715,Silver or black foxes nspf,,,,,,,,15,,,,,,15
7,,"Other live animals, vertebrate and invertebrate, nspf (except asses and burros)",,,,,,,,7.5,,,,,,7.5
7,716,Honey,,,,,,1,1,,,,,1,1,
7,717.a,"Fish, fresh or frozen (whether or not packed in ice), whole, or beheaded or eviscerated or both, but not further advanced (except that the fins may be removed): Cod, cusk, eels, haddock, hake, halibut, pollock, salmon, shad, sturgeon, and fresh-water fish",,,,,,,,,,,,0.5,1,
7,,Mackerel: Fresh,,,,,,0.75,1,,,,,0.5,1,
7,,Frozen,,,,,,,,,,,,0.75,1,
7,,Swordfish: Fresh,,,,,,1,1,,,,,1,1,
7,,Frozen,,,,,,1.5,1,,,,,1.5,1,
7,717.b,"Fish, fresh or frozen (whether or not packed in ice), boned, divided into portions, filleted, sliced, or skinned, nspf: Cod, cusk, haddock, hake, pollock, and rosefish",,,,,,1.875,1,,,,,1.875,1,
7,,Other,,,,,,1.5,1,,,,,1.5,1,
7,,"Provided, That of cod, cusk, haddock, hake, pollock, and rosefish of the foregoing description, entered in any calendar year, not over an aggre­gate quantity of 15,000,000 pounds, or not over a quantity equal to 15% of the average aggregate apparent annual consumption of such fish during the 3 calendar years immediately preceding the year in which the im­ported fish are entered, whichever quantity is greater, shall be duti­able at 1-7/8 cents per pound. Of the total quantity of such fish en­titled to entry at the rate of 1-7/8 cents per pound in any calen­dar year, not over one-fourth shall be so entitled during the first 3 months; not over one-half during the first 6 months, and not over three­ fourths during the first 9 months of that year. Any such fish not subject to the rate of 1-7/8 cents per pound shall be dutiable at",,,,,,2.5,1,,,,,2.5,1,
7,717.c,"Fish, dried and unsalted (except shark fins)",,,,,,0.625,1,,,,,0.625,1,
7,718.a,"Fish, prepared or preserved in any manner, if packed in oil or in oil and other substances: Anchovies, antipasto, bonito, and yellowtail, valued per pound, including the weight of the immediate container: Not over 9 cents",,,,,,,,22,,,,,,22
7,,Over 9 cents,,,,,,,,15,,,15,,,15
7,,"Sardines, neither skinned nor boned, valued per pound, includ­ing the weight of the immediate container: Not over 13 cents",,,,,,,,44,,,,,,44
7,,Over 13 but not over 18 cents,,,,,,,,30,,,,,,30
7,,Over 18 but not over 23 cents: Smoked,,,,,,,,20,,,,,,15
7,,Other,,,,,,,,,,,,,,20
7,,Over 23 cents,,,,,,,,15,,,,,,15
7,718.b,"Fish, prepared or preserved in any manner, if in air-tight containers weighing with their contents not over 15 pounds each (except fish packed in oil or in oil and other substances, and except anchovies): Fish balls, cakes, and puddings",,,,,,,,,,,,,,6.25
7,,"Herring: In tomato sauce, kippered, or smoked, and in immediate containers weighing with their contents over 1 pound each",,,,,,,,10,,,,,,10
7,,Other,,,,,,,,,,,,,,6.25
7,,Salmon,,,,,,,,25,,,,,,15
7,,Sardines: In immediate containers weighing with their contents under 8 ounces each,,,,,,,,,,,,,,10
7,,Other,,,,,,,,12.5,,,,,,6.25
7,719.1,"Fish, pickled or salted (except fish packed in oil or in oil and other sub­stances, and except fish in air-tight containers weighing with their contents not over 15 pounds each): Salmon",,,,,,,,10,,,,,,10
7,719.2,"Cod, cusk, haddock, hake, and pol­lock: Not skinned or boned (except that the vertebral column may be removed), containing of moisture by weight: Not over 43%",,,,,,0.5,1,,,,,0.5,1,
7,,Over 43%,,,,,,0.25,1,,,,,0.25,1,
7,,"Skinned or boned, whether or not dried",,,,,,1.25,1,,,,,1.25,1,
7,719.4,"Fish, pickled, etc.: (con.): Herring and mackerel, whether or not boned: In bulk or in immediate containers weighing with their contents over 15 pounds each: Herring in immediate containers containing each not over 10 pounds of herring, net weight",,,,,"net weight; Geneva: Mackerel--- 12.5%  ad val, Herring  --- 15% ad val",,,15,,,,0.375,1,
7,,Other,,,,,net weight,1,1,,,,,0.5,1,
7,,Other,,,,,,,,15,,,,,,12.5
7,719.5,Alewives in bulk or in immediate containers weighing with their contents over 15 pounds each,,,,,net weight,0.5,1,,,,,0.5,1,
7,720.a.1,"Fish, kippered or smoked (except fish packed in oil or in oil and other sub­stances and except fish in air-tight containers weighing with their con­tents not over 15 pounds each): Salmon",,,,,,,,10,,,,,,10
7,720.a.2,"Herring: Whole or beheaded, but not further advanced: Hard dry-smoked",,,,,,0.5,1,,,,,0.5,1,
7,,Other,,,,,,1,1,,,,,0.625,1,
7,720.a.3,"Boned (if smoked), divided into portions, eviscerated, skinned, or split",,,,,,0.25,1,,,,,1.25,1,
7,720.a.4,"Cod, cusk, haddock, hake, and pol­lack: Whole, or beheaded or eviscerated or both, but not further advanced (except that the vertebral column may be removed)",,,,,,1,1,,,,,1,1,
7,720.a.5,"Boned, divided into portions, filleted, skinned, or sliced",,,,,,1.5,1,,,,,1.5,1,
7,720.a.6,Other fish (not including boned herring which has not been smoked),,,,,,,,10,,,,,,6.25
7,720.b,"Fish, prepared or preserved, nspf: In bulk or in immediate containers weighing with their contents over 15 pounds each",,,,,net weight,,,12.5,,,,1,1,
7,,Other,,,,,,,,,,,,,,12.5
7,721.b,Razor clams (Siliqua patula) in air-tight containers,,,,,,,,10,,,,,,7.5
7,,"Clam chowder, clam juice, and clam juice in combination with other substances; all the foregoing, in air-tight containers",,,,,,,,,,,,,,17.5
7,721.c,Fish sauce and fish paste,,,,,,,,15,,,,,,10
7,721.d,"Caviar and other fish roe for food purposes (except sturgeon roe): Boiled and in air-tight containers, whether or not in bouillon or sauce",,,,,"Geneva: 721 (e) Oyster, oysterjuice, or either in combination with other substances, packed in air-tight container----4 cents per lb, including weight of the intermediate container",,,15,,,,,,7.5
7,,Not boiled or not in air-tight containers,,,,,,,,,,,,5,1,
7,722,"Barley, hulled or unhulled",,,,,,,,7.5,,,,7.5,33,
7,,Barley malt,,,,,,30,14,,,,,30,14,
7,,Pearl barley,,,,,,0.5,1,,,,,0.5,1,
7,,Barley flour and patent barley,,,,,,2,1,,,,,2,1,
7,723,"Buckwheat, hulled or unhulled",,,,,,10,14,,,,,10,14,
7,,Buckwheat flour and grits or groats,,,,,,0.2,1,,,,,0.2,1,
7,724,"Seed corn or maize, certified by a responsible officer or agency of a for­eign government in accordance with the rules and regulations of that government to have been grown and approved especially for use as seed, in con­tainers marked with the foreign government's official certified seed corn",,,,,,,,,,,,12.5,34,
7,725,"Macaroni, noodles, vermicelli, and simi­lar alimentary pastes: Containing eggs or egg products",,,,,,,,,1.5,1,,1.5,1,
7,,Other,,,,,,,,,1,1,,1,1,
7,726,"Oats, hulled or unhulled",,,,,,4,35,,,,,4,35,
7,,Unhulled ground oats,,,,,,,,,,,,12.5,14,
7,,"Oat grits, oatmeal, rolled oats, and similar oat products, valued per 100 pounds: Under $2",,,,,Geneva: but not less than 40 cents nor more than 80 cents per 100 pounds,,,10,,,,20,14,
7,,$2 or more but not over $8,,,,,,,,,,,,,,10
7,,Over $8,,,,,,,,,,,,80,14,
7,727,Broken rice which will pass readily through a metal sieve perforated with round holes 5½/64 inch in diameter,,,,,,0.3125,1,,,,,0.3125,1,
7,,"Rice bran, flour, meal, and polish",,,,,,0.3125,1,,,,,0.3125,1,
7,728,Rye,,,,,,6,34,,,,,6,34,
7,,Rye malt,,,,,,30,14,,,,,22.5,14,
7,,Rye flour and meal,,,,,,30,14,,,,,22.5,14,
7,729,Wheat,,,,,,21,36,,,,,21,36,
7,,Wheat unfit for human consumption,,,,,,,,5,,,,,,5
7,,"Crushed or cracked wheat, semolina, wheat flour, and similar wheat products nspf",,,,,,52,14,,,,,52,14,
7,730,"Beet pulp, dried",,,,,,1.9,8,,,,,1.9,8,
7,,"Bran, shorts, and by-product feeds obtained in milling wheat or other cereals",,,,,,,,2.5,,,,,,2.5
7,,Brewers' grains and malt sprouts,,,,,,,,,,,,1.25,8,
7,,"Hulls of barley, buckwheat, oats, or other grains, ground or unground",,,,,,2.5,14,,,,,2.5,14,
7,,"Mixed feeds consisting of an admixture of grains or grain products with molasses, oil cake, oil-cake meal, or other feedstuffs",,,,,,,,5,,,,,,2.5
7,731,"Chaff, scalpings, scourings, and screenings of wheat, flaxseed, or other grains or seeds, ground or unground",,,,,,,,2.5,,,,,,2.5
7,732,"Cereal breakfast foods and similar ce­real preparations, by whatever name known, processed further than milling, and nspf",,,,,,,,10,,,,,,5
7,733,"Biscuits, cake, cakes, wafers, and similar baked articles, and puddings; all the foregoing by whatever name known, whether or not containing chocolate, fruits, nuts, or confectionery of any kind",,,,,,,,10,,,,,,10
7,734,Apples: Green or ripe,,,,,,12.5,37,,,,,12.5,37,
7,,"Dried, desiccated, or evaporated",,,,,,1,1,,,,,1,1,
7,,Otherwise prepared or preserved and nspf,,,,,,1.25,1,,,,,1.25,1,
7,735,"Apricots, dried, desiccated, or evaporated",,,,,,1,1,,,,,1,1,
7,736,"Berries, edible: In their natural condition or in brine: Blueberries",,,,,,1,1,,,,,1,1,
